strategy,completion_rate_mean,completion_rate_ci95,deadline_rate_mean,deadline_rate_ci95,delegation_rate_mean,delegation_rate_ci95,redelegation_rate_mean,redelegation_rate_ci95,workload_std_mean_mean,workload_std_mean_ci95,t_total_ls_mean_mean,t_total_ls_mean_ci95,t_total_hp_mean_mean,t_total_hp_mean_ci95,t_wait_mean_mean,t_wait_mean_ci95,sigma_cpu_mean_mean,sigma_cpu_mean_ci95,sigma_ram_mean_mean,sigma_ram_mean_ci95,sigma_bw_mean_mean,sigma_bw_mean_ci95
S1,1.0,0.0,0.6309547244094488,0.006090641180146659,0.5585137795275591,0.006559965297399332,0.0,0.0,0.27573463999087117,0.007552497225277642,933.8171651016597,86.18089942601426,1043.5256939915691,90.68087619220726,854.0464996340413,80.88357311705305,0.28544924660420257,0.004595204993279252,0.32954226672989745,0.0036367665716615,0.36345945610140507,0.004132334827138028
S2,1.0,0.0,0.6333661417322834,0.005202513226744246,0.5565452755905512,0.006770844510388125,0.0,0.0,0.26941536972888525,0.004970787597037645,891.3716838948947,109.38176397039254,950.3978039007402,88.45473537306611,789.9249806691142,97.50611995862315,0.2851995942437832,0.0024679028393073074,0.328679215004498,0.0018663978200882205,0.36310430040448566,0.0038607165310626723
S3,1.0,0.0,0.7727854330708661,0.007890322620429279,0.4874015748031496,0.013887446648540424,0.0,0.0,0.15531534248653883,0.005940439677368705,109.11815013545856,4.165947136516359,333.60143638942856,7.596194179072207,104.15067540048871,5.288094962280214,0.19126106460336018,0.004575949860345488,0.2502102306201081,0.0036114330308047323,0.25049495950223033,0.005581010852343345
S4,1.0,0.0,0.7701279527559055,0.007002702906535972,0.4799704724409449,0.011689847784737941,0.0,0.0,0.15588569836010824,0.004433479383909343,106.65353901996367,3.2569522757007134,331.0186902064662,6.866402171897808,102.35418609592837,4.223096755822312,0.18995630014562065,0.004224653284096899,0.24752435191159453,0.0031039058972657887,0.2514185364950841,0.005639524262306951
S5,1.0,0.0,0.7834645669291338,0.008755957528788412,0.49187992125984253,0.015278693103155784,0.0,0.0,0.1555694614470703,0.005502389019766391,93.97631841973747,3.2217837954554187,348.39437680263006,9.85324902187562,103.92115507207022,5.418424390201343,0.1889496448300581,0.004077513141195701,0.25008705422563016,0.0031397024407669757,0.23851884353095515,0.005797577633699726
S6,1.0,0.0,0.787746062992126,0.008824110250562968,0.4387303149606299,0.012109041857977752,0.0,0.0,0.16720220738771285,0.005752894788654409,108.34867434703699,3.1492623484540045,322.50782736434473,6.06484996965576,101.11292852589452,3.9366232175341684,0.23339171223506752,0.004685833550602978,0.2641234426195184,0.0034484081670273442,0.22537819944899518,0.005382365124852665
